product_name,refresh_rate,technology,resolution,size,brightness,ram,storage,features,capacity,fast_charge,wireless_charge,chipset,material,weight,dimensions,sim,gps,bluetooth,jack,wifi,nfc,id,sensors,waterproof,name,version,productId,speaker
iPhone 16 Plus (256GB) - Chính hãng VN/A,60Hz,Super Retina XDR,2796 x 1290,"6.7""",2000nits,8GB,128GB,"• Chống rung quang học dịch chuyển cảm biến cho video (Fusion)
• Độ thu phóng kỹ thuật số lên đến 6x
• Phóng đại âm thanh
• Flash True Tone
• Chống rung video kỹ thuật số (4K, 1080p, và 720p)
• Video tự động lấy nét liên tiếp
• Chụp ảnh tĩnh 8MP trong khi quay video 4K
• Thu phóng khi xem
• Định dạng của video được quay: HEVC và H.264
• Âm Thanh Không Gian và thu âm stereo
• Giảm tiếng gió
• Hòa Âm
• Độ phóng đại quang học 2x, độ thu nhỏ quang học 2x; phạm vi thu phóng quang học 4x
• Độ thu phóng kỹ thuật số lên đến 10x
• Điều Khiển Camera
• Lớp bảo vệ ống kính bằng sapphire
• Photonic Engine
• Deep Fusion
• HDR thông minh thế hệ 5
• Ảnh chân dung thế hệ mới với tính năng Lấy Nét và Điều Khiển Chiều Sâu
• Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
• Chế độ Ban Đêm
• Chụp ảnh toàn cảnh Panorama (lên đến 63MP)
• Phong Cách Nhiếp Ảnh thế hệ mới nhất
• Ảnh không gian
• Chụp ảnh macro
• Chụp hình dải màu rộng cho ảnh và ảnh động Live Photos
• Hiệu chỉnh ống kính (Ultra Wide)
• Hiệu chỉnh mắt đỏ nâng cao
• Tự động chống rung hình ảnh
• Chế độ Chụp Liên Tục
• Định vị ảnh
• Định dạng của hình ảnh được chụp: HEIF và JPEG",,"• Sạc không dây MagSafe lên đến 25W với bộ tiếp hợp 30W trở lên
• Sạc không dây Qi2 lên đến 15W
• Sạc không dây Qi lên đến 7,5W1
• Khả năng sạc nhanh:
• Sạc lên đến 50% trong khoảng 30 phút với bộ tiếp hợp 20W trở lên sử dụng cáp sạc USB‑C, hoặc với bộ tiếp hợp 30W trở lên sử dụng Bộ Sạc MagSafe (tất cả được bán riêng)",True,Apple A18,"Thiết kế nhôm
Mặt trước Ceramic Shield thế hệ mới nhất
Mặt sau bằng kính pha màu",199g,160.9mm x 77.8mm x 7.80mm,1 Nano sim,False,V5.3,False,Wi‑Fi 7 (802.11be),True,10,Face ID,IP68,iOS,18,10,
iPhone 16 Pro (512GB) - Chính hãng VN/A,10-120Hz,Super Retina XDR,2622 x 1206,"6.3""",2000nits,8GB,256GB,"• Độ phóng đại quang học 5x, độ thu nhỏ quang học 2x; phạm vi thu phóng quang học 10x
• Độ thu phóng kỹ thuật số lên đến 25x
• Điều Khiển Camera
• Ống kính mặc định có thể tùy chỉnh (Fusion)
• Lớp bảo vệ ống kính bằng sapphire
• Flash True Tone Thích Ứng
• Photonic Engine
• Deep Fusion
• HDR thông minh thế hệ 5
• Ảnh chân dung thế hệ mới với tính năng Lấy Nét và Điều Khiển Chiều Sâu
• Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
• Chế độ Ban Đêm
• LiDAR Scanner hỗ trợ chụp ảnh chân dung ở chế độ ban đêm
• Chụp ảnh toàn cảnh Panorama (lên đến 63MP)
• Phong Cách Nhiếp Ảnh thế hệ mới nhất
• Ảnh không gian
• Chụp ảnh macro 48MP (Ultra Wide)
• Apple ProRAW
• Chụp hình dải màu rộng cho ảnh và ảnh động Live Photos
• Hiệu chỉnh ống kính (Ultra Wide)
• Hiệu chỉnh mắt đỏ nâng cao
• Tự động chống rung hình ảnh
• Chế độ Chụp Liên Tục
• Định vị ảnh
• Định dạng của hình ảnh được chụp: HEIF, JPEG, và DNG",,"• Sạc không dây MagSafe lên đến 25W với bộ tiếp hợp 30W trở lên
• Sạc không dây Qi2 lên đến 15W
• Sạc không dây Qi lên đến 7,5W
• Khả năng sạc nhanh: Sạc lên đến 50% trong khoảng 30 phút13 với bộ tiếp hợp 20W trở lên sử dụng cáp sạc USB‑C, hoặc với bộ tiếp hợp 30W trở lên sử dụng Bộ Sạc MagSafe (tất cả được bán riêng)",True,Apple A18 Pro,"Thiết kế titan
Mặt trước Ceramic Shield thế hệ mới nhất
Mặt sau bằng kính nhám",199g,149.6mm x 71.5mm x 8.25mm,1 Nano SIM,False,V5.3,False,Wi‑Fi 7 (802.11be),True,11,Face ID,IP68,iOS,18,11,
iPhone 16 Plus (512GB) - Chính hãng VN/A,60Hz,Super Retina XDR,2796 x 1290,"6.7""",2000nits,8GB,,"• Chống rung quang học dịch chuyển cảm biến cho video (Fusion)
• Độ thu phóng kỹ thuật số lên đến 6x
• Phóng đại âm thanh
• Flash True Tone
• Chống rung video kỹ thuật số (4K, 1080p, và 720p)
• Video tự động lấy nét liên tiếp
• Chụp ảnh tĩnh 8MP trong khi quay video 4K
• Thu phóng khi xem
• Định dạng của video được quay: HEVC và H.264
• Âm Thanh Không Gian và thu âm stereo
• Giảm tiếng gió
• Hòa Âm
• Độ phóng đại quang học 2x, độ thu nhỏ quang học 2x; phạm vi thu phóng quang học 4x
• Độ thu phóng kỹ thuật số lên đến 10x
• Điều Khiển Camera
• Lớp bảo vệ ống kính bằng sapphire
• Photonic Engine
• Deep Fusion
• HDR thông minh thế hệ 5
• Ảnh chân dung thế hệ mới với tính năng Lấy Nét và Điều Khiển Chiều Sâu
• Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
• Chế độ Ban Đêm
• Chụp ảnh toàn cảnh Panorama (lên đến 63MP)
• Phong Cách Nhiếp Ảnh thế hệ mới nhất
• Ảnh không gian
• Chụp ảnh macro
• Chụp hình dải màu rộng cho ảnh và ảnh động Live Photos
• Hiệu chỉnh ống kính (Ultra Wide)
• Hiệu chỉnh mắt đỏ nâng cao
• Tự động chống rung hình ảnh
• Chế độ Chụp Liên Tục
• Định vị ảnh
• Định dạng của hình ảnh được chụp: HEIF và JPEG",,"• Sạc không dây MagSafe lên đến 25W với bộ tiếp hợp 30W trở lên
• Sạc không dây Qi2 lên đến 15W
• Sạc không dây Qi lên đến 7,5W1
• Khả năng sạc nhanh:
• Sạc lên đến 50% trong khoảng 30 phút với bộ tiếp hợp 20W trở lên sử dụng cáp sạc USB‑C, hoặc với bộ tiếp hợp 30W trở lên sử dụng Bộ Sạc MagSafe (tất cả được bán riêng)",False,,"Thiết kế nhôm
Mặt trước Ceramic Shield thế hệ mới nhất
Mặt sau bằng kính pha màu",199g,160.9mm x 77.8mm x 7.80mm,1 Nano SIM,False,V5.3,False,Wi‑Fi 7 (802.11be),True,12,Face ID,IP68,iOS,18,12,
iPhone 16 Pro Max (1TB) - Chính hãng VN/A,10-120Hz,Super Retina XDR,2868 x 1320,"6.9""",2000nits,8GB,1TB,"• Độ phóng đại quang học 5x, độ thu nhỏ quang học 2x; phạm vi thu phóng quang học 10x
• Độ thu phóng kỹ thuật số lên đến 25x
• Điều Khiển Camera
• Ống kính mặc định có thể tùy chỉnh (Fusion)
• Lớp bảo vệ ống kính bằng sapphire
• Flash True Tone Thích Ứng
• Photonic Engine
• Deep Fusion
• HDR thông minh thế hệ 5
• Ảnh chân dung thế hệ mới với tính năng Lấy Nét và Điều Khiển Chiều Sâu
• Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
• Chế độ Ban Đêm
• LiDAR Scanner hỗ trợ chụp ảnh chân dung ở chế độ ban đêm
• Chụp ảnh toàn cảnh Panorama (lên đến 63MP)
• Phong Cách Nhiếp Ảnh thế hệ mới nhất
• Ảnh không gian
• Chụp ảnh macro 48MP (Ultra Wide)
• Apple ProRAW
• Chụp hình dải màu rộng cho ảnh và ảnh động Live Photos
• Hiệu chỉnh ống kính (Ultra Wide)
• Hiệu chỉnh mắt đỏ nâng cao
• Tự động chống rung hình ảnh
• Chế độ Chụp Liên Tục
• Định vị ảnh
• Định dạng của hình ảnh được chụp: HEIF, JPEG, và DNG",,"• Sạc không dây MagSafe lên đến 25W với bộ tiếp hợp 30W trở lên
• Sạc không dây Qi2 lên đến 15W
• Sạc không dây Qi lên đến 7,5W
• Khả năng sạc nhanh: Sạc lên đến 50% trong khoảng 30 phút13 với bộ tiếp hợp 20W trở lên sử dụng cáp sạc USB‑C, hoặc với bộ tiếp hợp 30W trở lên sử dụng Bộ Sạc MagSafe (tất cả được bán riêng)",True,Apple A18 Pro,"Thiết kế titan
Mặt trước Ceramic Shield thế hệ mới nhất
Mặt sau bằng kính nhám",227g,163mm x 77.6mm x 8.25mm,1 Nano SIM,False,V5.3,False,Wi‑Fi 7 (802.11be),True,13,Face ID,IP68,iOS,18,13,
iPhone 16 (512GB) - Chính hãng VN/A,60Hz,Super Retina XDR,2556 x 1179,"6.1""",2000nits,8GB,256GB,"• Chống rung quang học dịch chuyển cảm biến cho video (Fusion)
• Độ thu phóng kỹ thuật số lên đến 6x
• Phóng đại âm thanh
• Flash True Tone
• Chống rung video kỹ thuật số (4K, 1080p, và 720p)
• Video tự động lấy nét liên tiếp
• Chụp ảnh tĩnh 8MP trong khi quay video 4K
• Thu phóng khi xem
• Định dạng của video được quay: HEVC và H.264
• Âm Thanh Không Gian và thu âm stereo
• Giảm tiếng gió
• Hòa Âm
• Độ phóng đại quang học 2x, độ thu nhỏ quang học 2x; phạm vi thu phóng quang học 4x
• Độ thu phóng kỹ thuật số lên đến 10x
• Điều Khiển Camera
• Lớp bảo vệ ống kính bằng sapphire
• Photonic Engine
• Deep Fusion
• HDR thông minh thế hệ 5
• Ảnh chân dung thế hệ mới với tính năng Lấy Nét và Điều Khiển Chiều Sâu
• Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
• Chế độ Ban Đêm
• Chụp ảnh toàn cảnh Panorama (lên đến 63MP)
• Phong Cách Nhiếp Ảnh thế hệ mới nhất
• Ảnh không gian
• Chụp ảnh macro
• Chụp hình dải màu rộng cho ảnh và ảnh động Live Photos
• Hiệu chỉnh ống kính (Ultra Wide)
• Hiệu chỉnh mắt đỏ nâng cao
• Tự động chống rung hình ảnh
• Chế độ Chụp Liên Tục
• Định vị ảnh
• Định dạng của hình ảnh được chụp: HEIF và JPEG",,"• Sạc không dây MagSafe lên đến 25W với bộ tiếp hợp 30W trở lên
• Sạc không dây Qi2 lên đến 15W
• Sạc không dây Qi lên đến 7,5W1
• Khả năng sạc nhanh:
• Sạc lên đến 50% trong khoảng 30 phút với bộ tiếp hợp 20W trở lên sử dụng cáp sạc USB‑C, hoặc với bộ tiếp hợp 30W trở lên sử dụng Bộ Sạc MagSafe (tất cả được bán riêng)",True,Apple A18,"Thiết kế nhôm
Mặt trước Ceramic Shield thế hệ mới nhất
Mặt sau bằng kính pha màu",170g,147.6mm x 71.6mm x 7.80mm,1 Nano sim,False,V5.3,False,Wi‑Fi 7 (802.11be),True,14,Face ID,IP68,iOS,18,14,
iPhone 16 Pro (1TB) - Chính hãng VN/A,10-120Hz,Super Retina XDR,2622 x 1206,"6.3""",2000nits,8GB,1TB,"• Độ phóng đại quang học 5x, độ thu nhỏ quang học 2x; phạm vi thu phóng quang học 10x
• Độ thu phóng kỹ thuật số lên đến 25x
• Điều Khiển Camera
• Ống kính mặc định có thể tùy chỉnh (Fusion)
• Lớp bảo vệ ống kính bằng sapphire
• Flash True Tone Thích Ứng
• Photonic Engine
• Deep Fusion
• HDR thông minh thế hệ 5
• Ảnh chân dung thế hệ mới với tính năng Lấy Nét và Điều Khiển Chiều Sâu
• Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
• Chế độ Ban Đêm
• LiDAR Scanner hỗ trợ chụp ảnh chân dung ở chế độ ban đêm
• Chụp ảnh toàn cảnh Panorama (lên đến 63MP)
• Phong Cách Nhiếp Ảnh thế hệ mới nhất
• Ảnh không gian
• Chụp ảnh macro 48MP (Ultra Wide)
• Apple ProRAW
• Chụp hình dải màu rộng cho ảnh và ảnh động Live Photos
• Hiệu chỉnh ống kính (Ultra Wide)
• Hiệu chỉnh mắt đỏ nâng cao
• Tự động chống rung hình ảnh
• Chế độ Chụp Liên Tục
• Định vị ảnh
• Định dạng của hình ảnh được chụp: HEIF, JPEG, và DNG",,"• Sạc không dây MagSafe lên đến 25W với bộ tiếp hợp 30W trở lên
• Sạc không dây Qi2 lên đến 15W
• Sạc không dây Qi lên đến 7,5W
• Khả năng sạc nhanh: Sạc lên đến 50% trong khoảng 30 phút13 với bộ tiếp hợp 20W trở lên sử dụng cáp sạc USB‑C, hoặc với bộ tiếp hợp 30W trở lên sử dụng Bộ Sạc MagSafe (tất cả được bán riêng)",True,Apple A18 Pro,"Thiết kế titan
Mặt trước Ceramic Shield thế hệ mới nhất
Mặt sau bằng kính nhám",199g,149.6mm x 71.5mm x 8.25mm,1 Nano SIM,False,V5.3,False,Wi‑Fi 7 (802.11be),True,15,Face ID,IP68,iOS,18,15,
Điện thoại iPhone 15 Pro Max (256GB) - Chính hãng VN/A,120Hz,Super Retina XDR,2796 x 1290,"6.7""",2000nits,8GB,256GB,"Chống rung quang học dịch chuyển cảm biến thế hệ thứ hai
Các lựa chọn thu phóng quang học 0,5x, 1x, 2x, 5x
Photonic Engine
Deep Fusion
HDR thông minh thế hệ 5 cho ảnh
Ảnh chân dung thế hệ mới với Focus và Depth Control
Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
Chế độ Ban Đêm
Chụp ảnh chân dung ở chế độ Ban Đêm
Phong Cách Nhiếp Ảnh
Chụp ảnh macro
Apple ProRAW",4422mAh,,False,Apple A17 Pro,Khung viền Titan với mặt sau bằng kính nhám,221g,159.9mm x 76.7mm x 8.25mm,"SIM kép (nano SIM và eSIM)
Hỗ trợ hai eSIM",False,V5.3,False,Wi‑Fi 6E (802.11ax),True,16,Face ID,IP68,iOS,17,16,
Điện thoại iPhone 15 Pro Max (512GB) - Chính hãng VN/A,120Hz,Super Retina XDR,2796 x 1290,"6.7""",2000nits,8GB,512GB,"Chống rung quang học dịch chuyển cảm biến thế hệ thứ hai
Các lựa chọn thu phóng quang học 0,5x, 1x, 2x, 5x
Photonic Engine
Deep Fusion
HDR thông minh thế hệ 5 cho ảnh
Ảnh chân dung thế hệ mới với Focus và Depth Control
Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
Chế độ Ban Đêm
Chụp ảnh chân dung ở chế độ Ban Đêm
Phong Cách Nhiếp Ảnh
Chụp ảnh macro
Apple ProRAW",4422mAh,,False,Apple A17 Pro,Khung viền Titan với mặt sau bằng kính nhám,221g,159.9mm x 76.7mm x 8.25mm,"SIM kép (nano SIM và eSIM)
Hỗ trợ hai eSIM",False,V5.3,False,Wi‑Fi 6E (802.11ax),True,17,Face ID,IP68,iOS,17,17,
Điện thoại iPhone 15 Pro Max (1TB) - Chính hãng VN/A,120Hz,Super Retina XDR,2796 x 1290,"6.7""",2000nits,8GB,1TB,"Chống rung quang học dịch chuyển cảm biến thế hệ thứ hai
Các lựa chọn thu phóng quang học 0,5x, 1x, 2x, 5x
Photonic Engine
Deep Fusion
HDR thông minh thế hệ 5 cho ảnh
Ảnh chân dung thế hệ mới với Focus và Depth Control
Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
Chế độ Ban Đêm
Chụp ảnh chân dung ở chế độ Ban Đêm
Phong Cách Nhiếp Ảnh
Chụp ảnh macro
Apple ProRAW",4422mAh,,False,Apple A17 Pro,Khung viền Titan với mặt sau bằng kính nhám,221g,159.9mm x 76.7mm x 8.25mm,"SIM kép (nano SIM và eSIM)
Hỗ trợ hai eSIM",False,V5.3,False,Wi‑Fi 6E (802.11ax),True,18,Face ID,IP68,iOS,17,18,
Điện thoại iPhone 15 Pro (128GB) - Chính hãng VN/A,120Hz,Super Retina XDR,2556 x 1179,"6.1""",2000nits,8GB,128GB,"Chống rung quang học dịch chuyển cảm biến thế hệ thứ hai
Các lựa chọn thu phóng quang học 0,5x, 1x, 2x, 3x
Photonic Engine
Deep Fusion
HDR thông minh thế hệ 5 cho ảnh
Ảnh chân dung thế hệ mới với Focus và Depth Control
Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
Chế độ Ban Đêm
Chụp ảnh chân dung ở chế độ Ban Đêm
Phong Cách Nhiếp Ảnh
Chụp ảnh macro
Apple ProRAW",3274mAh,,False,Apple A17 Pro,Khung viền Titan với mặt sau bằng kính nhám,187g,146.6mm x 70.6mm x 8.25mm,"SIM kép (nano SIM và eSIM)
Hỗ trợ hai eSIM",False,V5.3,False,Wi‑Fi 6E (802.11ax),True,19,Face ID,IP68,iOS,17,19,
Điện thoại iPhone 15 Pro (1TB) - Chính hãng VN/A,120Hz,Super Retina XDR,2556 x 1179,"6.1""",2000nits,8GB,1TB,"Chống rung quang học dịch chuyển cảm biến thế hệ thứ hai
Các lựa chọn thu phóng quang học 0,5x, 1x, 2x, 3x
Photonic Engine
Deep Fusion
HDR thông minh thế hệ 5 cho ảnh
Ảnh chân dung thế hệ mới với Focus và Depth Control
Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
Chế độ Ban Đêm
Chụp ảnh chân dung ở chế độ Ban Đêm
Phong Cách Nhiếp Ảnh
Chụp ảnh macro
Apple ProRAW",3274mAh,,False,Apple A17 Pro,Khung viền Titan với mặt sau bằng kính nhám,187g,146.6mm x 70.6mm x 8.25mm,"SIM kép (nano SIM và eSIM)
Hỗ trợ hai eSIM",False,V5.3,False,Wi‑Fi 6E (802.11ax),True,20,Face ID,IP68,iOS,17,20,
Điện thoại iPhone 15 Plus (256GB) - Chính hãng VN/A,60Hz,Super Retina XDR,2796 x 1290,"6.7""",2000nits,6GB,256GB,"Chống rung quang học dịch chuyển cảm biến
Các lựa chọn thu phóng quang học 0,5x, 1x, 2x
Photonic Engine
Deep Fusion
HDR thông minh thế hệ 5 cho ảnh
Ảnh chân dung thế hệ mới với Focus và Depth Control
Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
Chế độ Ban Đêm
Phong Cách Nhiếp Ảnh",4383mAh,,False,Apple A16 Bionic,Khung viền nhôm với mặt sau bằng kính nhám,201g,160.9mm x 77.8mm x 7.80mm,"SIM kép (nano-SIM và eSIM)
Hỗ trợ hai eSIM",False,V5.3,False,Wi‑Fi 6 (802.11ax),True,21,Face ID,IP68,iOS,17,21,
Điện thoại iPhone 15 Plus (512GB) - Chính hãng VN/A,60Hz,Super Retina XDR,2796 x 1290,"6.7""",2000nits,6GB,512GB,"Chống rung quang học dịch chuyển cảm biến
Các lựa chọn thu phóng quang học 0,5x, 1x, 2x
Photonic Engine
Deep Fusion
HDR thông minh thế hệ 5 cho ảnh
Ảnh chân dung thế hệ mới với Focus và Depth Control
Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
Chế độ Ban Đêm
Phong Cách Nhiếp Ảnh",4383mAh,,False,Apple A16 Bionic,Khung viền nhôm với mặt sau bằng kính nhám,201g,160.9mm x 77.8mm x 7.80mm,"SIM kép (nano-SIM và eSIM)
Hỗ trợ hai eSIM",False,V5.3,False,Wi‑Fi 6 (802.11ax),True,22,Face ID,IP68,iOS,17,22,
Điện thoại iPhone 15 Plus (128GB) - Chính hãng VN/A,60Hz,Super Retina XDR,2796 x 1290,"6.7""",2000nits,6GB,128GB,"Chống rung quang học dịch chuyển cảm biến
Các lựa chọn thu phóng quang học 0,5x, 1x, 2x
Photonic Engine
Deep Fusion
HDR thông minh thế hệ 5 cho ảnh
Ảnh chân dung thế hệ mới với Focus và Depth Control
Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
Chế độ Ban Đêm
Phong Cách Nhiếp Ảnh",4383mAh,,False,Apple A16 Bionic,Khung viền nhôm với mặt sau bằng kính nhám,201g,160.9mm x 77.8mm x 7.80mm,"SIM kép (nano-SIM và eSIM)
Hỗ trợ hai eSIM",False,V5.3,False,Wi‑Fi 6 (802.11ax),True,23,Face ID,IP68,iOS,17,23,
Điện thoại iPhone 15 (128GB) - Chính hãng VN/A,60Hz,Super Retina XDR,2556 x 1179,"6.1""",2000nits,6GB,128GB,"Chống rung quang học dịch chuyển cảm biến
Các lựa chọn thu phóng quang học 0,5x, 1x, 2x
Photonic Engine
Deep Fusion
HDR thông minh thế hệ 5 cho ảnh
Ảnh chân dung thế hệ mới với Focus và Depth Control
Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
Chế độ Ban Đêm
Phong Cách Nhiếp Ảnh",3349mAh,,False,Apple A16 Bionic,Khung viền nhôm với mặt sau bằng kính nhám,171g,147.6mm x 71.6mm x 7.80mm,"SIM kép (nano-SIM và eSIM)
Hỗ trợ hai eSIM",False,V5.3,False,Wi‑Fi 6 (802.11ax),True,24,Face ID,IP68,iOS,17,24,
Điện thoại iPhone 15 (256GB) - Chính hãng VN/A,60Hz,Super Retina XDR,2556 x 1179,"6.1""",2000nits,6GB,256GB,"Chống rung quang học dịch chuyển cảm biến
Các lựa chọn thu phóng quang học 0,5x, 1x, 2x
Photonic Engine
Deep Fusion
HDR thông minh thế hệ 5 cho ảnh
Ảnh chân dung thế hệ mới với Focus và Depth Control
Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
Chế độ Ban Đêm
Phong Cách Nhiếp Ảnh",3349mAh,,False,Apple A16 Bionic,Khung viền nhôm với mặt sau bằng kính nhám,171g,147.6mm x 71.6mm x 7.80mm,"SIM kép (nano-SIM và eSIM)
Hỗ trợ hai eSIM",False,V5.3,False,Wi‑Fi 6 (802.11ax),True,25,Face ID,IP68,iOS,17,25,
Điện thoại iPhone 15 (512GB) - Chính hãng VN/A,60Hz,Super Retina XDR,2556 x 1179,"6.1""",2000nits,6GB,512GB,"Chống rung quang học dịch chuyển cảm biến
Các lựa chọn thu phóng quang học 0,5x, 1x, 2x
Photonic Engine
Deep Fusion
HDR thông minh thế hệ 5 cho ảnh
Ảnh chân dung thế hệ mới với Focus và Depth Control
Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
Chế độ Ban Đêm
Phong Cách Nhiếp Ảnh",3349mAh,,False,Apple A16 Bionic,Khung viền nhôm với mặt sau bằng kính nhám,171g,147.6mm x 71.6mm x 7.80mm,"SIM kép (nano-SIM và eSIM)
Hỗ trợ hai eSIM",False,V5.3,False,Wi‑Fi 6 (802.11ax),True,26,Face ID,IP68,iOS,17,26,
Điện thoại iPhone 11 (128GB) - Chính hãng VN/A,60Hz,IPS LCD,1792 x 828,"6.1""",625nits,4GB,128GB,"Ban đêm (Night Mode)
Chạm lấy nét
Góc rộng (Wide)
Góc siêu rộng (Ultrawide)
HDR
Nhận diện khuôn mặt
Quay chậm (Slow Motion)
Toàn cảnh (Panorama)
Trôi nhanh thời gian (Time Lapse)
Tự động lấy nét (AF)
Xóa phông
Zoom quang học",3110mAh,,False,Apple A13 Bionic,Khung nhôm & Mặt lưng kính cường lực,194 g,150.9mm x 75.7mm x 8.3mm,1 Nano SIM & 1 eSIM,False,V5.0,False,Wi-Fi 802.11 a/b/g/n/ac/ax,True,27,Mở khoá khuôn mặt Face ID,IP68,iOS,15,27,
Điện thoại iPhone 14 (128GB) - Chính hãng VN/A,60Hz,Super Retina XDR,2532 x 1170,"6.1""",1200nits,6GB,128GB,"Nắp ống kính tinh thể sapphire
Photogenic Engine
Deep Fusion
HDR thông minh 4
Chế độ chân dung với hiệu ứng bokeh nâng cao và Kiểm soát độ sâu
Portrait Lighting với sáu hiệu ứng (Tự nhiên, Studio, Đường viền, Sân khấu, Sân khấu Mono, High Key Mono)
Chế độ ban đêm
Toàn cảnh (lên đến 63MP)
Chụp ảnh phong cách
Chụp màu rộng cho ảnh và Ảnh trực tiếp
Hiệu chỉnh ống kính (Siêu rộng)
Chỉnh sửa mắt đỏ nâng cao
Ổn định hình ảnh tự động
Chế độ chụp
Gắn thẻ địa lý cho ảnh",3279mAh,Lithium-ion,False,Apple A15 Bionic,Vỏ nhôm và mặt lưng kính,172g,146.7mm x 71.5mm x 7.80mm,"1 eSIM, 1 SIM vật lý",False,V5.3,False,Wi ‑ Fi 6 (802.11ax),True,28,Mở khoá khuôn mặt Face ID,IP68,iOS,16,28,
Điện thoại iPhone 14 Plus (128GB) - Chính hãng VN/A,60Hz,Super Retina XDR,2778 x 1284,"6.7""",1200nits,6GB,128GB,"Ban đêm (Night Mode)
Trôi nhanh thời gian (Time Lapse)
Quay chậm (Slow Motion)
Xóa phông
Zoom quang học
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Smart HDR 4
Live Photo
Bộ lọc màu
Cinematic
Zoom kỹ thuật số
Góc rộng (Wide)
Góc siêu rộng (Ultrawide)
Chế độ hành động (Action Mode)
Deep Fusion",4325mAh,,False,Apple A15,Khung nhôm & Mặt lưng kính cường lực,203g,160.8mm x 78.1mm x 7.8mm,1 Nano SIM & 1 eSIM,False,V5.3,False,Wi-Fi 802.11 a/b/g/n/ac/ax,True,29,Mở khoá khuôn mặt Face ID,IP68,iOS,16,29,
Điện thoại iPhone 13 (256GB) - Chính hãng VN/A,60Hz,OLED,2532 x 1170,"6.1""",1200nits,4GB,256GB,"Ban đêm (Night Mode)
Trôi nhanh thời gian (Time Lapse)
Quay chậm (Slow Motion)
Xóa phông
Zoom quang học
Chạm lấy nét
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Tự động lấy nét (AF)
Nhận diện khuôn mặt
HDR
Dolby Vision HDR
Zoom kỹ thuật số
Góc rộng (Wide)
Góc siêu rộng (Ultrawide)",3240mAh,"Sạc nhanh 20W
Sạc không dây
Sạc ngược không dây 15W
Sạc pin nhanh
Tiết kiệm pin",True,Apple A15,Khung nhôm & Mặt lưng kính cường lực,173g,146.7mm x 71.5mm x 7.65mm,1 Nano SIM & 1 eSIM,False,V5.0,False,Wi-Fi 802.11 a/b/g/n/ac/ax,True,30,Mở khoá khuôn mặt Face ID,IP68,iOS,15,30,
Samsung Galaxy Z Fold6 12GB/512GB,1-120Hz,Dynamic AMOLED 2X,"MH chính: 2160 x 1856
MH phụ: 2376 x 968","MH chính: 7.6""
MH phụ: 6.3""",2600nits,12GB,512GB,"AI Camera với công nghệ ProVisual Engine (AI Zoom, Chụp chân dung AI)
Tính năng chụp đêm Nightography
Zoom quang học 3x
Zoom kỹ thuật số 30x",4900mAh,"Super Fast Charging 2.0
Fast Wireless Charging 2.0
Wireless PowerShare",False,Snapdragon 8 Gen 3,Armor Aluminum,190g,158.4mm x 75.8mm x 7.3mm,Dual Nano-sim/ hoặc 01 Nano-sim + 01 E-sim,False,V5.3,False,802.11a/b/g/n/ac/ax,True,31,Vân tay dưới màn hình,IP68,Android,14,31,
Điện thoại Samsung Galaxy S25 Ultra - 12GB/256GB (BHĐT),,,,,,,,,5000mAh,"Super Fast Charging 2.0
Fast Wireless Charging 2.0
Wireless PowerShare",False,,Titanium,218g,162.8mm x 77.6mm x 8.2mm,,,,,,,32,Vân tay dưới màn hình,IP68,,,32,
Samsung Galaxy Z Fold6 12GB/1TB,1-120Hz,Dynamic AMOLED 2X,"MH chính: 2160 x 1856
MH phụ: 2376 x 968","MH chính: 7.6""
MH phụ: 6.3""",2600nits,12GB,1TB,"AI Camera với công nghệ ProVisual Engine (AI Zoom, Chụp chân dung AI)
Tính năng chụp đêm Nightography
Zoom quang học 3x
Zoom kỹ thuật số 30x",4400mAh,,False,Snapdragon 8 Gen 3,Titanium,218g,162.8mm x 77.6mm x 8.2mm,Dual Nano-sim/ hoặc 01 Nano-sim + 01 E-sim,False,V5.3,False,802.11a/b/g/n/ac/ax,True,33,"Mở khoá vân tay cạnh viền
Mở khoá khuôn mặt",IPX8,Android,14,33,
